year,dimd,sex,cod,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+  
2010,6,Female,16 Unintentional injuries,1,2,0,2,7,8,5,8,9,7,8,10,10,14,16,27,35,62,99,154
2010,6,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16,38,135,323,559,791
2010,6,Female,18 All other causes,26,9,2,8,13,21,20,21,33,66,61,85,84,118,159,233,397,626,912,"1,452"
2010,6,Female,19 Neonatal,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,2,1,0,1,3,4,18,20,27,36,32,24,12,5
2010,7,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,1,1,4,2,5,10,23,36,75,88,122,125,135,94,44
2010,7,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,0,1,7,11,35,54,60,130,176,183,193,191,139,50
2010,7,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,0,0,2,3,0,5,2,7,7,8,21,20,58,71,92,103,97,69,34
2010,7,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,2,0,0,2,13,15,35,65,159,200,247,259,210,137,66
2010,7,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,0,5,12,42,86,115,175,265,230,144
2010,7,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1
2010,7,Male,09 All other cancers (C00-D48),0,2,1,2,2,4,6,10,14,25,39,69,110,181,233,265,299,316,251,118
2010,7,Male,10 Diseases of the respiratory system,0,2,1,2,0,3,2,1,1,6,14,19,49,105,162,237,428,604,611,539
2010,7,Male,11 Diabetes,0,0,0,0,0,1,1,2,2,2,1,3,4,10,17,20,42,44,47,40
2010,7,Male,12 Ischaemic heart disease,0,0,0,0,0,0,0,1,11,36,48,83,149,263,318,415,574,782,667,415
2010,7,Male,13 Stroke (cerebrovascular),0,1,0,1,2,0,1,3,7,7,14,25,20,47,79,142,221,342,413,312
2010,7,Male,14 Other circulatory,0,2,1,1,2,3,5,13,5,21,32,22,45,79,128,194,260,353,403,278
2010,7,Male,15 Intentional injuries,0,0,0,0,3,18,13,17,22,34,23,21,15,25,9,13,11,5,4,2
2010,7,Male,16 Unintentional injuries,0,2,1,4,22,26,23,19,17,18,20,15,15,22,22,32,38,72,69,56
2010,7,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,45,89,170,225,185
2010,7,Male,18 All other causes,24,12,6,3,14,21,24,32,42,72,93,102,121,168,195,283,398,484,536,440
2010,7,Male,19 Neonatal,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,1,0,2,1,2,2,3,7,16,14,21,18,16,18,16
2010,7,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,2,0,9,8,12,20,31,51,79,90,111,129,84
2010,7,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,1,0,2,8,12,25,47,71,78,120,163,160,151,93
2010,7,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,1,0,1,4,0,2,1,8,5,7,14,15,19,44,53,79,83,65,61
2010,7,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,2,3,12,35,72,112,157,170,177,188,150,57
2010,7,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,5,11,43,50,63,79,107,115,112,136,111,117,119
2010,7,Female,08 Cervical Cancer,0,0,0,0,0,0,5,0,3,6,6,3,2,5,5,5,4,4,6,2
2010,7,Female,09 All other cancers (C00-D48),1,4,4,0,8,2,3,4,16,24,35,69,108,189,234,237,278,347,312,209
2010,7,Female,10 Diseases of the respiratory system,1,1,1,1,1,1,3,3,3,11,8,22,35,71,104,199,342,537,757,"1,079"
2010,7,Female,11 Diabetes,0,0,0,0,0,0,0,1,0,1,0,3,7,5,9,18,30,46,66,97
2010,7,Female,12 Ischaemic heart disease,0,0,0,0,0,0,0,2,2,4,11,12,30,56,72,167,326,559,747,743
2010,7,Female,13 Stroke (cerebrovascular),1,0,0,0,0,1,0,2,2,5,13,18,24,28,70,111,235,486,817,911
2010,7,Female,14 Other circulatory,0,0,1,1,2,1,4,1,8,13,12,18,27,46,84,111,250,427,625,855
2010,7,Female,15 Intentional injuries,0,0,0,0,1,1,4,5,10,10,9,10,7,11,8,5,5,6,0,0
2010,7,Female,16 Unintentional injuries,0,2,0,0,10,7,7,6,5,11,9,14,14,10,18,24,43,77,112,131
2010,7,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,2,1,6,19,19,53,116,283,569,761
2010,7,Female,18 All other causes,26,7,3,3,4,8,14,18,29,38,51,74,105,142,154,221,367,660,901,"1,484"
2010,7,Female,19 Neonatal,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,8,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,3,2,3,2,3,12,20,20,27,24,32,18,5
2010,8,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,1,3,7,16,27,41,66,95,119,151,112,86,34
2010,8,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,0,1,2,14,22,42,66,143,151,195,211,190,126,62
2010,8,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,2,0,2,1,3,3,3,5,4,11,11,36,52,65,87,115,111,59,27
2010,8,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,1,0,8,16,36,72,140,178,224,280,215,127,44
2010,8,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,2,0,4,8,37,83,102,192,224,203,139
2010,8,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1
2010,8,Male,09 All other cancers (C00-D48),1,3,0,2,5,4,6,5,14,24,44,75,98,205,219,267,301,293,222,126
2010,8,Male,10 Diseases of the respiratory system,4,4,0,3,0,2,2,3,4,4,10,22,43,73,148,243,373,546,637,555
2010,8,Male,11 Diabetes,0,0,0,0,0,2,0,1,1,3,3,5,4,4,8,12,38,46,40,21
2010,8,Male,12 Ischaemic heart disease,0,0,0,0,0,1,2,4,8,27,60,100,122,216,316,404,534,658,669,411
2010,8,Male,13 Stroke (cerebrovascular),0,0,0,0,0,1,0,1,4,6,9,26,24,52,78,140,228,331,409,305
2010,8,Male,14 Other circulatory,0,1,0,2,1,1,2,8,12,15,24,34,26,75,103,172,272,354,425,283
2010,8,Male,15 Intentional injuries,0,0,0,0,8,9,9,16,20,30,25,22,27,21,14,10,12,7,3,1
2010,8,Male,16 Unintentional injuries,2,4,2,2,9,22,18,15,20,19,21,23,22,29,24,18,30,49,74,62
2010,8,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,45,87,171,226,177
2010,8,Male,18 All other causes,29,14,5,4,16,18,27,37,36,54,80,90,125,153,191,258,383,512,504,447
2010,8,Male,19 Neonatal,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,8,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,2,0,1,0,3,3,6,10,13,16,18,17,12,10
2010,8,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,1,1,3,9,21,16,40,45,71,111,120,124,75
2010,8,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,1,0,3,4,17,24,46,64,80,120,126,172,159,95
2010,8,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,1,0,1,0,1,2,0,0,4,5,12,14,27,51,65,84,93,82,53
2010,8,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,1,4,5,10,28,74,102,155,153,164,157,136,48
2010,8,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,1,1,15,29,46,64,73,106,101,106,136,137,146,123
2010,8,Female,08 Cervical Cancer,0,0,0,0,0,0,1,4,6,2,5,5,6,7,8,3,6,5,7,5
2010,8,Female,09 All other cancers (C00-D48),0,2,2,4,4,2,5,6,10,18,40,58,105,179,215,247,273,334,325,204
2010,8,Female,10 Diseases of the respiratory system,2,0,0,1,0,0,3,0,5,8,9,10,28,66,123,176,304,510,750,"1,067"
2010,8,Female,11 Diabetes,0,0,0,0,0,0,0,1,1,0,0,1,5,3,2,12,29,46,60,69
2010,8,Female,12 Ischaemic heart disease,0,0,0,0,0,1,2,3,3,3,12,12,25,48,75,167,263,480,744,752
2010,8,Female,13 Stroke (cerebrovascular),0,0,0,0,0,0,0,2,4,5,10,15,18,32,53,99,219,462,729,912
2010,8,Female,14 Other circulatory,0,0,1,0,1,1,2,6,4,8,17,11,26,39,64,127,248,394,611,798
2010,8,Female,15 Intentional injuries,0,0,0,0,1,4,4,1,8,3,10,6,5,8,3,4,0,5,4,3
2010,8,Female,16 Unintentional injuries,1,0,1,0,7,8,7,5,8,11,9,6,12,10,14,17,33,69,86,148
2010,8,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,1,0,0,4,5,13,47,126,305,487,749
2010,8,Female,18 All other causes,15,8,5,8,11,12,8,13,25,36,55,67,86,152,162,227,378,575,869,"1,408"
2010,8,Female,19 Neonatal,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,9,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,1,0,1,0,0,5,3,5,11,19,29,18,37,29,13,9
2010,9,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,1,0,2,1,1,1,9,25,32,75,67,116,142,111,98,32
2010,9,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,0,2,4,8,8,36,71,119,131,181,202,187,126,52
2010,9,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,0,0,1,2,2,3,3,3,4,8,22,25,61,60,93,123,101,78,31
2010,9,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,1,1,4,12,24,53,91,150,190,231,212,155,53
2010,9,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,2,4,13,38,69,128,189,222,204,139
2010,9,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2010,9,Male,09 All other cancers (C00-D48),0,1,6,4,4,2,4,10,12,29,30,67,85,180,210,267,280,313,247,106
2010,9,Male,10 Diseases of the respiratory system,0,3,1,2,3,2,0,1,2,8,6,15,34,74,113,220,364,530,609,536
2010,9,Male,11 Diabetes,0,0,0,0,1,0,0,0,0,1,2,4,1,4,15,14,22,42,41,24
2010,9,Male,12 Ischaemic heart disease,0,0,0,0,1,2,1,1,6,33,36,73,134,219,276,354,518,703,677,418
2010,9,Male,13 Stroke (cerebrovascular),0,0,0,0,1,2,0,0,5,6,11,14,22,30,71,124,203,372,387,295
2010,9,Male,14 Other circulatory,1,1,0,2,1,2,2,7,14,15,19,30,43,95,109,177,261,385,381,274
2010,9,Male,15 Intentional injuries,0,0,0,0,6,11,8,17,21,26,17,21,24,15,5,5,5,6,1,1
2010,9,Male,16 Unintentional injuries,0,5,1,3,16,27,23,17,21,23,14,21,15,22,24,23,44,70,89,56
2010,9,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,2,1,1,9,12,38,82,176,205,172
2010,9,Male,18 All other causes,25,4,1,6,14,14,18,23,36,64,62,96,106,160,162,180,341,503,498,447
2010,9,Male,19 Neonatal,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,9,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,0,0,2,1,4,9,13,9,17,20,26,26,10
2010,9,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,3,0,3,6,7,12,17,37,52,73,84,106,105,75
2010,9,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,2,3,3,3,6,20,29,55,75,87,126,143,157,115
2010,9,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,0,0,0,1,0,1,2,4,5,3,13,12,45,45,47,88,104,79,60
2010,9,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,0,2,3,13,19,65,100,130,143,148,190,121,59
2010,9,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,3,24,31,62,70,76,106,99,132,104,138,110,100
2010,9,Female,08 Cervical Cancer,0,0,0,0,0,1,0,3,2,3,4,3,4,8,8,8,3,5,3,0
2010,9,Female,09 All other cancers (C00-D48),1,1,2,4,1,3,3,8,15,18,39,59,117,197,214,250,298,310,280,208
2010,9,Female,10 Diseases of the respiratory system,1,0,2,0,4,0,1,0,7,5,6,11,30,48,88,153,318,500,703,997
2010,9,Female,11 Diabetes,0,0,0,0,0,0,0,1,3,1,0,1,1,3,9,5,22,46,57,72
2010,9,Female,12 Ischaemic heart disease,0,0,0,0,1,0,1,1,1,6,10,12,19,52,83,151,282,505,685,760
2010,9,Female,13 Stroke (cerebrovascular),0,0,0,0,0,1,0,0,2,3,14,10,22,33,51,109,240,423,757,915
2010,9,Female,14 Other circulatory,2,2,1,0,1,1,5,3,5,7,7,16,19,45,67,114,218,395,551,718
2010,9,Female,15 Intentional injuries,0,0,0,0,4,5,6,5,4,6,9,9,9,11,2,3,3,3,4,1
2010,9,Female,16 Unintentional injuries,0,1,3,1,7,3,5,1,3,7,7,11,8,10,15,22,42,49,110,143
2010,9,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,2,7,15,42,111,279,536,725
2010,9,Female,18 All other causes,17,7,5,6,8,5,8,18,25,30,48,54,99,108,163,214,340,572,817,"1,318"
2010,9,Female,19 Neonatal,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,10,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,0,1,0,2,2,1,6,16,18,34,27,31,11,9
2010,10,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,2,3,5,17,11,47,67,75,101,119,152,92,39
2010,10,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,1,1,6,9,21,28,68,98,109,159,197,183,138,47
2010,10,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,2,0,1,1,2,1,0,4,7,9,17,21,69,77,98,100,117,78,25
2010,10,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,1,0,2,7,9,25,48,116,147,204,186,190,144,44
2010,10,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,1,3,5,17,52,67,108,199,228,226,114
2010,10,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
2010,10,Male,09 All other cancers (C00-D48),0,1,2,0,3,3,3,6,18,28,34,60,83,180,207,244,286,308,242,153
2010,10,Male,10 Diseases of the respiratory system,0,2,1,0,0,1,1,0,5,9,5,11,30,54,94,194,323,516,575,465
2010,10,Male,11 Diabetes,0,0,0,0,1,2,0,1,1,2,1,2,2,7,5,13,19,35,32,25
2010,10,Male,12 Ischaemic heart disease,0,0,0,0,0,0,0,1,4,11,40,72,102,174,221,330,468,639,609,398
2010,10,Male,13 Stroke (cerebrovascular),0,0,0,0,2,0,0,1,4,6,11,12,19,35,55,101,188,316,400,262
2010,10,Male,14 Other circulatory,1,2,1,1,1,1,2,5,10,12,20,18,33,72,106,135,248,298,338,246
2010,10,Male,15 Intentional injuries,0,0,0,0,8,10,9,10,19,30,17,18,19,11,13,14,7,7,0,1
2010,10,Male,16 Unintentional injuries,0,0,1,3,9,18,8,10,10,16,16,15,11,19,18,30,43,65,73,58
2010,10,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,2,1,9,13,26,96,163,202,136
2010,10,Male,18 All other causes,16,4,2,4,8,18,10,21,32,50,61,69,99,150,143,201,352,472,471,429
2010,10,Male,19 Neonatal,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,10,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,1,0,0,0,0,1,2,2,2,13,7,14,18,18,16,7
2010,10,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,3,2,5,13,16,24,49,54,59,77,115,121,58
2010,10,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,1,1,0,1,1,7,17,20,25,72,81,101,121,153,144,89
2010,10,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,0,2,1,1,1,0,2,5,4,4,14,15,28,49,70,68,93,73,38
2010,10,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,2,2,1,9,23,48,70,89,131,155,155,144,41
2010,10,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,8,21,37,43,67,92,104,95,97,115,140,113,93
2010,10,Female,08 Cervical Cancer,0,0,0,0,0,0,0,0,1,5,1,5,0,4,6,6,5,7,1,1
2010,10,Female,09 All other cancers (C00-D48),1,4,4,5,3,2,4,3,12,34,45,63,93,148,192,214,273,304,258,166
2010,10,Female,10 Diseases of the respiratory system,1,1,1,0,3,1,0,5,0,5,3,14,19,47,73,138,233,438,616,876
2010,10,Female,11 Diabetes,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,14,15,27,42,54
2010,10,Female,12 Ischaemic heart disease,0,0,0,0,0,0,0,0,4,1,10,7,23,38,72,102,236,394,593,610
2010,10,Female,13 Stroke (cerebrovascular),0,0,0,0,0,0,1,0,3,3,3,14,18,24,50,74,211,439,669,728
2010,10,Female,14 Other circulatory,0,0,1,0,1,0,0,3,7,7,7,9,18,24,42,102,215,319,551,669
2010,10,Female,15 Intentional injuries,2,0,0,0,2,6,4,0,7,10,5,13,6,3,4,4,2,5,0,3
2010,10,Female,16 Unintentional injuries,0,1,1,1,3,1,5,1,2,3,8,8,13,8,13,17,31,65,85,112
2010,10,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,1,0,9,10,40,79,202,407,580
2010,10,Female,18 All other causes,16,10,1,5,10,8,6,5,18,30,34,56,70,83,126,174,279,530,718,"1,110"
2010,10,Female,19 Neonatal,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,1,0,0,1,0,2,2,3,6,13,22,25,22,39,36,30,24,5
2009,1,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,1,2,1,13,20,30,33,62,73,133,111,104,58,28
2009,1,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,2,4,5,13,35,56,107,127,193,165,193,164,92,30
2009,1,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,0,2,6,4,4,6,5,10,16,22,33,52,44,51,71,78,50,19
2009,1,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,2,2,22,35,87,142,281,368,413,401,285,151,46
2009,1,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,1,0,4,8,38,53,105,145,158,117,36
2009,1,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
2009,1,Male,09 All other cancers (C00-D48),1,2,3,2,6,6,14,12,17,52,45,78,136,197,212,319,294,228,166,73
2009,1,Male,10 Diseases of the respiratory system,5,8,3,4,3,7,7,16,17,41,52,85,163,256,353,466,591,693,635,345
2009,1,Male,11 Diabetes,0,0,1,0,0,0,3,0,6,6,5,13,13,18,27,42,60,34,25,17
2009,1,Male,12 Ischaemic heart disease,0,0,0,0,0,3,7,13,42,73,144,235,335,482,538,686,672,688,505,220
2009,1,Male,13 Stroke (cerebrovascular),2,0,1,0,1,1,1,8,11,15,31,37,68,115,111,193,259,305,276,140
2009,1,Male,14 Other circulatory,2,1,0,0,4,6,15,15,29,38,47,65,93,117,177,211,266,301,278,139
2009,1,Male,15 Intentional injuries,0,1,0,0,6,38,56,40,59,71,47,35,24,12,7,12,6,4,1,1
2009,1,Male,16 Unintentional injuries,11,5,5,5,31,56,38,44,71,55,44,57,45,45,48,36,55,69,63,46
2009,1,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,28,89,148,166,98
2009,1,Male,18 All other causes,92,28,16,14,37,76,96,139,215,339,292,322,355,337,288,291,378,448,398,219
2009,1,Male,19 Neonatal,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,1,0,0,0,0,0,0,0,0,3,4,1,6,11,8,13,26,32,22,7
2009,1,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,2,1,4,7,10,14,13,25,40,56,79,98,81,44
2009,1,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,1,3,3,15,19,25,45,66,79,147,140,158,138,80
2009,1,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",1,1,0,2,0,1,1,4,4,7,10,7,15,25,40,38,51,65,45,24
2009,1,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,1,0,0,0,0,2,15,32,73,115,202,263,312,317,258,175,55
2009,1,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,3,15,38,33,52,76,85,83,85,95,94,90,55
2009,1,Female,08 Cervical Cancer,0,0,0,0,0,0,2,1,9,5,11,9,8,11,13,3,9,13,7,4
2009,1,Female,09 All other cancers (C00-D48),0,1,2,1,4,3,11,13,21,36,52,76,113,139,179,240,254,249,219,127
2009,1,Female,10 Diseases of the respiratory system,8,8,2,5,3,2,4,8,14,22,33,65,115,164,233,369,565,742,828,783
2009,1,Female,11 Diabetes,0,0,0,0,0,0,4,2,2,5,4,3,7,9,25,31,41,57,60,43
2009,1,Female,12 Ischaemic heart disease,0,0,0,0,0,0,1,2,4,25,38,60,73,151,192,290,451,634,705,518
2009,1,Female,13 Stroke (cerebrovascular),0,0,0,0,0,3,2,4,9,16,19,24,44,52,76,148,261,440,555,493
2009,1,Female,14 Other circulatory,3,2,3,0,3,5,9,9,20,24,36,34,54,76,107,166,276,410,449,443
2009,1,Female,15 Intentional injuries,1,3,1,0,3,8,12,11,7,11,10,9,8,4,4,1,3,1,1,1
2009,1,Female,16 Unintentional injuries,3,4,2,4,7,8,11,12,13,21,12,13,13,14,26,27,51,69,111,103
2009,1,Female,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,1,0,1,2,12,10,45,116,244,402,475
2009,1,Female,18 All other causes,72,19,11,11,29,32,60,74,102,123,150,145,197,204,188,288,412,635,749,918
2009,1,Female,19 Neonatal,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,Male,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,0,1,1,1,1,6,9,13,22,25,39,25,23,14,4
2009,2,Male,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,0,0,2,7,3,14,13,29,56,61,83,105,98,77,24
2009,2,Male,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,0,5,7,13,24,43,101,116,164,193,205,195,99,47
2009,2,Male,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,0,0,0,1,2,3,4,6,9,11,23,27,39,61,61,77,75,61,13
2009,2,Male,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,1,2,13,31,57,128,235,264,348,374,272,173,56
2009,2,Male,06 Malignant neoplasm of prostate,0,0,0,0,0,0,0,0,0,0,2,5,10,32,60,96,148,141,130,62
2009,2,Male,07 Malignant neoplasm of breast,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,2,0
2009,2,Male,09 All other cancers (C00-D48),0,2,0,2,6,7,11,14,15,33,47,84,114,185,214,237,248,257,193,70
2009,2,Male,10 Diseases of the respiratory system,5,3,3,2,1,1,6,9,27,19,40,76,117,200,261,424,546,648,668,411
2009,2,Male,11 Diabetes,0,0,0,0,1,2,1,1,7,4,8,10,15,20,23,38,52,47,43,16
2009,2,Male,12 Ischaemic heart disease,0,0,0,0,0,1,2,6,34,57,125,178,260,333,410,566,677,662,573,263
2009,2,Male,13 Stroke (cerebrovascular),0,0,0,0,1,1,5,8,13,21,29,24,31,78,89,189,266,306,311,170
2009,2,Male,14 Other circulatory,2,2,1,2,6,4,8,16,27,41,49,65,78,120,146,219,274,324,298,155
2009,2,Male,15 Intentional injuries,3,0,1,0,21,29,38,26,61,51,44,25,25,12,7,5,4,2,2,0
2009,2,Male,16 Unintentional injuries,3,4,7,2,21,34,49,40,33,52,37,37,27,32,35,33,46,66,53,41
2009,2,Male,17 Dementia and Alzheimers,0,0,0,0,0,0,0,0,0,0,1,1,3,8,14,28,105,162,181,113
2009,2,Male,18 All other causes,69,22,9,7,40,64,82,111,160,229,213,232,254,271,238,308,344,438,422,281
2009,2,Male,19 Neonatal,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,Female,01 Malignant neoplasm of liver and intrahepatic bile ducts,0,0,0,0,0,1,0,0,0,1,3,5,3,6,10,18,24,19,16,6
2009,2,Female,"02 Malignant neoplasm of colon, rectosigmoid junction and rectum (i.e.colorectal)",0,0,0,0,0,2,0,5,2,8,7,20,24,24,53,51,83,88,84,52
2009,2,Female,03 Malignant neoplasms of digestive organs except liver and intrahepatic bile ducts,0,0,0,0,0,0,0,2,3,6,16,27,43,55,75,106,127,143,119,63
2009,2,Female,"04 Malignant neoplasms of lymphoid, haematopoietic and related tissue",0,1,1,1,4,0,4,1,3,2,11,16,16,25,39,53,70,72,51,27
2009,2,Female,"05 Malignant neoplasm of trachea, bronchus and lung",0,0,0,0,0,0,0,1,2,6,31,40,82,167,212,224,299,252,164,74
2009,2,Female,07 Malignant neoplasm of breast,0,0,0,0,0,0,1,4,10,21,48,50,62,99,77,98,105,108,117,80
2009,2,Female,08 Cervical Cancer,0,0,0,0,0,0,2,1,2,8,10,8,18,8,4,6,9,9,8,6
2009,2,Female,09 All other cancers (C00-D48),0,1,2,7,2,3,5,5,17,30,44,57,97,149,184,233,248,304,303,163
2009,2,Female,10 Diseases of the respiratory system,4,2,0,3,4,5,5,5,12,21,29,43,77,132,192,288,493,753,835,850
2009,2,Female,11 Diabetes,0,0,0,0,0,0,1,1,2,1,4,6,11,7,15,32,44,53,79,65
2009,2,Female,12 Ischaemic heart disease,0,1,0,0,0,0,1,1,3,8,26,47,68,122,192,278,417,609,765,573
