year,sex,dimd,age,deaths,pop_size,mx
2017,men,1 most deprived,29,41,43751,0.000937121437224292
2017,men,2,29,36,48307,0.000745233610035813
2017,men,3,29,37,50536,0.000732151337660282
2017,men,4,29,30,46400,0.000646551724137931
2017,men,5,29,21,41597,0.000504844099334087
2017,men,6,29,17,37935,0.000448134967707921
2017,men,7,29,19,34098,0.000557217432107455
2017,men,8,29,15,32177,0.000466171488951736
2017,men,9,29,11,28424,0.000386996904024768
2017,men,10 least deprived,29,5,22231,0.000224911160091764
2018,men,1 most deprived,29,52,42152,0.00123363066995635
2018,men,2,29,42,45105,0.000931160625207848
2018,men,3,29,30,48853,0.000614087159437496
2018,men,4,29,24,47204,0.000508431488856877
2018,men,5,29,27,42168,0.000640295959021059
2018,men,6,29,25,39313,0.000635921959657111
2018,men,7,29,14,34236,0.000408926276434163
2018,men,8,29,13,32696,0.000397602153168583
2018,men,9,29,17,29348,0.000579255826632139
2018,men,10 least deprived,29,16,23154,0.000691025308801935
2001,women,1 most deprived,29,28,41276,0.000678360306231224
2001,women,2,29,21,42847,0.000490115994118608
2001,women,3,29,13,42742,0.000304150484301156
2001,women,4,29,13,40740,0.000319096710849288
2001,women,5,29,10,38702,0.000258384579608289
2001,women,6,29,16,36164,0.000442428934852339
2001,women,7,29,11,34030,0.000323244196297385
2001,women,8,29,12,32467,0.000369606061539409
2001,women,9,29,12,30798,0.000389635690629262
2001,women,10 least deprived,29,7,28933,0.000241938271178239
2002,women,1 most deprived,29,26,38692,0.000671973534580792
2002,women,2,29,15,40628,0.000369203504971941
2002,women,3,29,15,41028,0.000365603977771278
2002,women,4,29,11,38982,0.000282181519675748
2002,women,5,29,10,37030,0.000270051309748852
2002,women,6,29,16,34583,0.000462655061735535
2002,women,7,29,16,31981,0.000500297051374254
2002,women,8,29,8,30714,0.000260467539232923
2002,women,9,29,12,29212,0.000410790086265918
2002,women,10 least deprived,29,9,27277,0.000329948308098398
2003,women,1 most deprived,29,24,37425,0.000641282565130261
2003,women,2,29,23,39050,0.00058898847631242
2003,women,3,29,19,39134,0.000485511320079726
2003,women,4,29,19,37260,0.000509930220075148
2003,women,5,29,10,35373,0.000282701495490911
2003,women,6,29,11,32730,0.000336083104185762
2003,women,7,29,8,30315,0.000263895761174336
2003,women,8,29,9,29458,0.000305519722995451
2003,women,9,29,11,27793,0.000395783110855251
2003,women,10 least deprived,29,8,25202,0.000317435124196492
2004,women,1 most deprived,29,19,36978,0.000513819027529883
2004,women,2,29,19,38625,0.000491909385113269
2004,women,3,29,20,39092,0.000511613629387087
2004,women,4,29,15,36884,0.00040668040342696
2004,women,5,29,5,34382,0.000145424931650282
2004,women,6,29,9,32109,0.000280295244324021
2004,women,7,29,7,29547,0.000236910684671879
2004,women,8,29,12,27998,0.000428602043003072
2004,women,9,29,7,26828,0.000260921425376472
2004,women,10 least deprived,29,10,24051,0.000415783127520685
2005,women,1 most deprived,29,21,38046,0.000551963412710929
2005,women,2,29,19,39193,0.000484780445487715
2005,women,3,29,9,38697,0.000232576168695248
2005,women,4,29,18,36307,0.000495772165147217
2005,women,5,29,12,34209,0.000350784881171622
2005,women,6,29,12,31331,0.000383007245220389
2005,women,7,29,13,28817,0.000451122601242322
2005,women,8,29,5,27033,0.000184959124033589
2005,women,9,29,4,25554,0.000156531267120607
2005,women,10 least deprived,29,6,22835,0.000262754543463981
2006,women,1 most deprived,29,15,37618,0.000398745281514169
2006,women,2,29,13,38564,0.000337101960377554
2006,women,3,29,12,38546,0.000311316349296944
2006,women,4,29,12,35970,0.000333611342785655
2006,women,5,29,10,33259,0.000300670495204306
2006,women,6,29,11,31115,0.00035352723766672
2006,women,7,29,5,28554,0.000175106815157246
2006,women,8,29,4,26963,0.000148351444572192
2006,women,9,29,5,25227,0.000198200340904586
2006,women,10 least deprived,29,10,22277,0.000448893477577771
2007,women,1 most deprived,29,28,38809,0.000721482130433662
2007,women,2,29,16,40002,0.00039998000099995
2007,women,3,29,19,39498,0.000481037014532381
2007,women,4,29,10,36685,0.000272590977238653
2007,women,5,29,9,34286,0.000262497812518229
2007,women,6,29,9,31908,0.000282060925159835
2007,women,7,29,7,28552,0.000245166713365088
2007,women,8,29,10,26962,0.000370892367035086
2007,women,9,29,8,25356,0.000315507177788295
2007,women,10 least deprived,29,5,22215,0.000225073148773351
2008,women,1 most deprived,29,31,42653,0.00072679530162005
2008,women,2,29,17,43565,0.000390221508091358
2008,women,3,29,21,43134,0.000486854917234664
2008,women,4,29,14,39915,0.000350745333834398
2008,women,5,29,9,36938,0.000243651524175646
2008,women,6,29,10,34181,0.000292560194259969
2008,women,7,29,8,30680,0.000260756192959583
2008,women,8,29,9,28518,0.000315590153587208
2008,women,9,29,5,26598,0.000187984058951801
2008,women,10 least deprived,29,6,22984,0.000261051166028542
2009,women,1 most deprived,29,21,44727,0.000469515058018647
2009,women,2,29,13,46751,0.000278068918311908
2009,women,3,29,17,45763,0.000371479142538732
2009,women,4,29,16,42849,0.000373404280146561
2009,women,5,29,14,39321,0.00035604384425625
2009,women,6,29,17,35253,0.000482228462825859
2009,women,7,29,8,31717,0.00025223066494309
2009,women,8,29,11,29263,0.000375901308820012
2009,women,9,29,12,27161,0.000441809948087331
2009,women,10 least deprived,29,7,23870,0.000293255131964809
2010,women,1 most deprived,29,15,45592,0.000329005088612037
2010,women,2,29,14,47778,0.000293021892921428
2010,women,3,29,11,46512,0.000236498108015136
2010,women,4,29,16,43290,0.00036960036960037
2010,women,5,29,12,39876,0.000300932891965092
2010,women,6,29,8,35559,0.000224978205236368
2010,women,7,29,7,31459,0.000222511840808672
2010,women,8,29,6,29131,0.000205966152895541
2010,women,9,29,8,27208,0.000294031167303734
2010,women,10 least deprived,29,4,23256,0.000171998624011008
2011,women,1 most deprived,29,23,46679,0.000492726922170569
2011,women,2,29,16,48830,0.000327667417571165
2011,women,3,29,14,47231,0.000296415489826597
2011,women,4,29,11,43507,0.000252832877467994
2011,women,5,29,11,39404,0.00027915947619531
2011,women,6,29,12,34644,0.000346380325597506
2011,women,7,29,6,31083,0.000193031560660168
2011,women,8,29,10,28665,0.000348857491714635
2011,women,9,29,3,26644,0.000112595706350398
2011,women,10 least deprived,29,5,22965,0.000217722621380361
2012,women,1 most deprived,29,18,46778,0.000384796271751678
2012,women,2,29,17,49074,0.00034641561723112
2012,women,3,29,12,47422,0.00025304710893678
2012,women,4,29,8,43538,0.000183747530892554
2012,women,5,29,8,39703,0.000201496108606403
2012,women,6,29,11,34832,0.000315801561782269
2012,women,7,29,6,31091,0.000192981891865813
2012,women,8,29,7,28342,0.000246983275703902
2012,women,9,29,3,26499,0.000113211819313936
2012,women,10 least deprived,29,7,22209,0.000315187536584268
2013,women,1 most deprived,29,17,43796,0.000388163302584711
2013,women,2,29,16,47203,0.000338961506683897
2013,women,3,29,15,47427,0.000316275539249794
2013,women,4,29,11,43436,0.000253246155262916
2013,women,5,29,12,38389,0.000312589543879757
2013,women,6,29,15,35755,0.00041952174521046
2013,women,7,29,8,31736,0.000252079657171666
2013,women,8,29,7,30252,0.000231389660187756
2013,women,9,29,4,26682,0.00014991379956525
2013,women,10 least deprived,29,3,21172,0.000141696580389193
2014,women,1 most deprived,29,23,44740,0.000514081358962897
2014,women,2,29,21,48544,0.000432597231377719
2014,women,3,29,21,48596,0.00043213433204379
2014,women,4,29,14,44267,0.000316262678744889
2014,women,5,29,16,39544,0.000404612583451345
2014,women,6,29,9,36540,0.000246305418719212
2014,women,7,29,8,32271,0.000247900591862663
2014,women,8,29,4,30602,0.000130710411084243
2014,women,9,29,6,27027,0.000222000222000222
2014,women,10 least deprived,29,9,21379,0.000420973852846251
2015,women,1 most deprived,29,22,45604,0.000482413823348829
2015,women,2,29,20,49052,0.000407730571638261
2015,women,3,29,17,48712,0.000348989981934636
2015,women,4,29,11,44321,0.00024818934590826
2015,women,5,29,13,39462,0.000329430844863413
2015,women,6,29,13,36443,0.000356721455423538
2015,women,7,29,10,32456,0.000308109440473256
2015,women,8,29,11,30702,0.00035828284802293
2015,women,9,29,8,27095,0.000295257427569662
2015,women,10 least deprived,29,7,21148,0.000331000567429544
2016,women,1 most deprived,29,20,46379,0.000431229651350827
2016,women,2,29,22,49598,0.000443566272833582
2016,women,3,29,14,49333,0.000283785701254738
2016,women,4,29,16,44121,0.000362639106094604
2016,women,5,29,10,39264,0.000254686226568867
2016,women,6,29,9,36521,0.000246433558774404
2016,women,7,29,10,32504,0.00030765444253015
2016,women,8,29,11,31069,0.000354050661431008
2016,women,9,29,9,27258,0.000330178296279991
2016,women,10 least deprived,29,3,21300,0.000140845070422535
2017,women,1 most deprived,29,18,47091,0.000382238644326941
2017,women,2,29,13,50105,0.000259455144197186
2017,women,3,29,13,49631,0.000261933066027281
2017,women,4,29,11,45428,0.000242141410583781
2017,women,5,29,8,40057,0.000199715405547095
2017,women,6,29,8,37256,0.000214730513205927
2017,women,7,29,8,33410,0.000239449266686621
2017,women,8,29,11,31459,0.000349661464127913
2017,women,9,29,7,28084,0.000249252243270189
2017,women,10 least deprived,29,6,21964,0.000273174285193954
2018,women,1 most deprived,29,20,44559,0.000448843106891986
2018,women,2,29,17,46407,0.000366324045941345
2018,women,3,29,12,47838,0.000250846607299636
2018,women,4,29,14,44763,0.000312758304849988
2018,women,5,29,15,40369,0.00037157224603037
2018,women,6,29,11,38603,0.000284951946739891
2018,women,7,29,16,33603,0.000476147962979496
2018,women,8,29,4,31451,0.000127181965597278
2018,women,9,29,6,28680,0.000209205020920502
2018,women,10 least deprived,29,4,22641,0.000176670641756106
2019,men,1 most deprived,29,47,43889,0.00107088336485224
2019,men,2,29,32,46148,0.000693421166681113
2019,men,3,29,45,49677,0.000905851802645087
2019,men,4,29,33,47610,0.000693131695022054
2019,men,5,29,28,42498,0.000658854534331027
2019,men,6,29,19,40288,0.000471604447974583
2019,men,7,29,20,35141,0.000569135767337298
2019,men,8,29,20,32854,0.00060875388080599
2019,men,9,29,22,29795,0.000738378922638027
2019,men,10 least deprived,29,5,23484,0.000212910918071879
2019,women,1 most deprived,29,23,44910,0.000512135381874861
2019,women,2,29,15,45924,0.000326626600470342
2019,women,3,29,19,47503,0.000399974738437572
2019,women,4,29,18,44654,0.000403099386393156
2019,women,5,29,10,40220,0.000248632521133764
2019,women,6,29,9,38592,0.000233208955223881
2019,women,7,29,10,33608,0.000297548202808855
2019,women,8,29,8,31823,0.000251390503723722
2019,women,9,29,6,28872,0.000207813798836243
2019,women,10 least deprived,29,4,22754,0.000175793267117869
2001,men,1 most deprived,30,64,40705,0.00157228841665643
2001,men,2,30,49,43291,0.00113187498556282
2001,men,3,30,45,43606,0.00103196807778746
2001,men,4,30,33,41920,0.000787213740458015
2001,men,5,30,38,40044,0.000948956148236939
2001,men,6,30,31,36924,0.000839562344274727
2001,men,7,30,30,34630,0.000866300895177592
2001,men,8,30,15,33996,0.000441228379809389
2001,men,9,30,21,31789,0.000660605869955016
2001,men,10 least deprived,30,10,29790,0.000335683115139309
2002,men,1 most deprived,30,75,39988,0.00187556266880064
2002,men,2,30,53,42138,0.00125777208220608
2002,men,3,30,46,42348,0.00108623783885898
2002,men,4,30,41,40517,0.00101192092208209
2002,men,5,30,31,38554,0.000804067022877004
2002,men,6,30,32,36248,0.000882807327300817
2002,men,7,30,31,33669,0.000920728266357777
2002,men,8,30,25,33026,0.000756979349603343
2002,men,9,30,25,31380,0.000796685787125558
2002,men,10 least deprived,30,21,29029,0.000723414516517965
2003,men,1 most deprived,30,74,39037,0.00189563747214181
2003,men,2,30,40,40929,0.000977302157394512
2003,men,3,30,45,41502,0.00108428509469423
2003,men,4,30,35,39220,0.000892401835798062
2003,men,5,30,45,37195,0.0012098400322624
2003,men,6,30,30,34598,0.000867102144632638
2003,men,7,30,16,31990,0.000500156298843389
2003,men,8,30,16,31408,0.000509424350483953
2003,men,9,30,23,29827,0.000771113420726188
2003,men,10 least deprived,30,11,27717,0.000396868347945304
2004,men,1 most deprived,30,43,37956,0.00113289071556539
2004,men,2,30,32,39315,0.000813938700241638
2004,men,3,30,35,39482,0.000886479914897928
2004,men,4,30,33,37659,0.000876284553493189
2004,men,5,30,32,35529,0.00090067268991528
2004,men,6,30,34,32957,0.00103164729799436
2004,men,7,30,19,30551,0.000621910903080096
2004,men,8,30,17,29383,0.000578565837388966
2004,men,9,30,21,28195,0.000744812910090442
2004,men,10 least deprived,30,10,25857,0.000386742468190432
2005,men,1 most deprived,30,55,38419,0.00143158333116427
2005,men,2,30,37,39433,0.000938300408287475
2005,men,3,30,44,39442,0.00111556209117185
2005,men,4,30,39,37249,0.00104700797336841
2005,men,5,30,27,34931,0.000772952391858235
2005,men,6,30,21,32171,0.000652761804109291
2005,men,7,30,25,29942,0.0008349475652929
2005,men,8,30,17,28372,0.000599182292400959
2005,men,9,30,21,27070,0.000775766531215368
2005,men,10 least deprived,30,14,24472,0.0005720823798627
2006,men,1 most deprived,30,53,37938,0.0013970161843007
2006,men,2,30,39,39169,0.000995685363425158
2006,men,3,30,35,39155,0.000893883284382582
2006,men,4,30,29,36831,0.000787380196030518
2006,men,5,30,22,34246,0.000642410792501314
2006,men,6,30,14,31729,0.000441236723502159
2006,men,7,30,22,29471,0.000746496555936344
2006,men,8,30,23,27627,0.000832518912657907
2006,men,9,30,21,26157,0.000802844362885652
2006,men,10 least deprived,30,15,23197,0.000646635340776825
2007,men,1 most deprived,30,60,37767,0.0015886885376122
2007,men,2,30,45,38622,0.00116513903992543
2007,men,3,30,31,38221,0.000811072447084064
2007,men,4,30,32,36275,0.000882150241212957
2007,men,5,30,30,34132,0.000878940583616548
2007,men,6,30,18,31185,0.000577200577200577
2007,men,7,30,15,28511,0.00052611272842061
2007,men,8,30,21,27306,0.000769061744671501
2007,men,9,30,12,25837,0.000464450207067384
2007,men,10 least deprived,30,10,23119,0.000432544660236169
2008,men,1 most deprived,30,71,39801,0.00178387477701565
2008,men,2,30,36,40418,0.000890692265822158
2008,men,3,30,28,40479,0.000691716692606043
2008,men,4,30,36,37536,0.000959079283887468
2008,men,5,30,17,34789,0.000488660208686654
2008,men,6,30,28,32122,0.000871676732457506
2008,men,7,30,17,28666,0.000593037047373195
2008,men,8,30,14,27369,0.000511527640761445
2008,men,9,30,15,25538,0.000587360012530347
2008,men,10 least deprived,30,13,23100,0.000562770562770563
2009,men,1 most deprived,30,69,40995,0.00168313208927918
2009,men,2,30,52,44491,0.00116877570744645
2009,men,3,30,36,44132,0.000815734614338802
2009,men,4,30,30,41499,0.000722908985758693
2009,men,5,30,25,38162,0.000655101933860909
2009,men,6,30,27,34166,0.000790259322133115
2009,men,7,30,16,30886,0.000518034060739494
2009,men,8,30,17,29380,0.000578624914908101
2009,men,9,30,17,27201,0.00062497702290357
2009,men,10 least deprived,30,15,24340,0.000616269515201315
2010,men,1 most deprived,30,57,44263,0.0012877572690509
2010,men,2,30,50,46977,0.00106435063967473
2010,men,3,30,32,46020,0.000695349847892221
2010,men,4,30,33,43453,0.000759441235357743
2010,men,5,30,17,39519,0.000430172828259824
2010,men,6,30,22,35358,0.000622207138412806
2010,men,7,30,25,32286,0.000774329430713003
2010,men,8,30,20,29729,0.000672743785529281
2010,men,9,30,14,27498,0.000509127936577206
2010,men,10 least deprived,30,11,24424,0.000450376678676711
2011,men,1 most deprived,30,55,44267,0.00124246052364064
2011,men,2,30,52,48161,0.00107971180000415
2011,men,3,30,33,46791,0.000705263832788357
2011,men,4,30,32,43758,0.000731294848941908
2011,men,5,30,18,39809,0.000452159059509156
2011,men,6,30,21,35683,0.000588515539612701
2011,men,7,30,13,31898,0.000407549062637156
2011,men,8,30,13,28815,0.000451153912892591
2011,men,9,30,16,27013,0.000592307407544516
2011,men,10 least deprived,30,9,23255,0.000387013545474092
2012,men,1 most deprived,30,55,44902,0.00122488975992161
2012,men,2,30,41,47722,0.000859142533841834
2012,men,3,30,34,46326,0.00073392911108233
2012,men,4,30,33,42832,0.00077045199850579
2012,men,5,30,20,39121,0.000511234375399402
2012,men,6,30,17,34190,0.000497221409768938
2012,men,7,30,17,31304,0.000543061589573217
2012,men,8,30,14,28608,0.000489373601789709
2012,men,9,30,11,26645,0.000412835428785889
2012,men,10 least deprived,30,10,23319,0.000428834855697071
2013,men,1 most deprived,30,50,42076,0.00118832588649111
2013,men,2,30,40,45695,0.000875369296421928
2013,men,3,30,30,47880,0.0006265664160401
2013,men,4,30,24,44091,0.000544328774579846
2013,men,5,30,19,39249,0.000484088766592779
2013,men,6,30,18,36095,0.000498684028258762
2013,men,7,30,18,32310,0.000557103064066852
2013,men,8,30,11,30280,0.00036327608982827
2013,men,9,30,15,27003,0.000555493834018443
2013,men,10 least deprived,30,8,21725,0.000368239355581128
2014,men,1 most deprived,30,57,42295,0.00134767703038184
2014,men,2,30,39,46289,0.000842532783166627
2014,men,3,30,39,48104,0.000810743389323133
2014,men,4,30,27,43901,0.000615020158994101
2014,men,5,30,27,38950,0.000693196405648267
2014,men,6,30,23,36092,0.000637260334700211
2014,men,7,30,20,31734,0.00063023886052814
2014,men,8,30,18,29952,0.000600961538461539
2014,men,9,30,15,26742,0.000560915413955576
2014,men,10 least deprived,30,14,21451,0.000652650226096686
2015,men,1 most deprived,30,51,44475,0.00114671163575042
2015,men,2,30,37,48592,0.000761442212709911
2015,men,3,30,35,49283,0.000710184039120995
2015,men,4,30,17,45321,0.000375102049822378
2015,men,5,30,16,40300,0.000397022332506204
2015,men,6,30,20,36744,0.000544306553450904
2015,men,7,30,17,32849,0.000517519559195105
2015,men,8,30,14,30960,0.000452196382428941
2015,men,9,30,15,27618,0.000543124049532913
2015,men,10 least deprived,30,6,21883,0.000274185440753096
2016,men,1 most deprived,30,51,44525,0.00114542391914655
2016,men,2,30,48,48173,0.000996408776700641
2016,men,3,30,36,50369,0.000714725327086105
2016,men,4,30,31,45476,0.000681678247867007
2016,men,5,30,33,40325,0.000818350898946063
2016,men,6,30,18,37426,0.000480949072837065
2016,men,7,30,24,33089,0.000725316570461483
2016,men,8,30,12,31098,0.00038587690526722
2016,men,9,30,5,27855,0.00017950098725543
2016,men,10 least deprived,30,11,22145,0.000496726123278392
2017,men,1 most deprived,30,39,43222,0.000902318263847115
2017,men,2,30,45,47583,0.000945715906941555
2017,men,3,30,31,48902,0.000633920903030551
2017,men,4,30,19,44317,0.000428729381501455
2017,men,5,30,23,39115,0.000588009714943116
2017,men,6,30,23,36285,0.000633870745487116
2017,men,7,30,17,32728,0.000519432901491078
2017,men,8,30,9,30785,0.0002923501705376
2017,men,9,30,18,27632,0.000651418645049218
2017,men,10 least deprived,30,9,21724,0.000414288344687903
2018,men,1 most deprived,30,51,42642,0.00119600393977768
2018,men,2,30,39,45498,0.00085718053540815
2018,men,3,30,37,48462,0.000763484792208328
2018,men,4,30,31,46499,0.000666681003892557
2018,men,5,30,25,41623,0.000600629459673738
2018,men,6,30,27,39763,0.000679023212534266
2018,men,7,30,14,34467,0.000406185626831462
2018,men,8,30,18,32997,0.000545504136739704
2018,men,9,30,11,29908,0.000367794570014712
2018,men,10 least deprived,30,19,24105,0.000788218211989214
2001,women,1 most deprived,30,24,41345,0.000580481315757649
2001,women,2,30,28,43320,0.000646352723915051
2001,women,3,30,11,43030,0.000255635603067627
2001,women,4,30,14,41245,0.000339435083040369
2001,women,5,30,12,39385,0.00030468452456519
2001,women,6,30,5,37023,0.000135051184398887
2001,women,7,30,15,35435,0.000423310286439961
2001,women,8,30,10,34299,0.000291553689611942
2001,women,9,30,10,33068,0.000302407161001573
2001,women,10 least deprived,30,5,31380,0.000159337157425112
2002,women,1 most deprived,30,25,40846,0.000612055035988836
2002,women,2,30,27,41968,0.000643347312237896
2002,women,3,30,17,42062,0.00040416527982502
2002,women,4,30,13,40596,0.000320228593950143
2002,women,5,30,7,38487,0.000181879595707642
2002,women,6,30,16,35983,0.000444654420142845
2002,women,7,30,11,34732,0.000316710814234712
2002,women,8,30,6,33383,0.000179732199023455
2002,women,9,30,8,32100,0.000249221183800623
2002,women,10 least deprived,30,10,30334,0.000329663084327817
2003,women,1 most deprived,30,35,38661,0.000905305087814594
2003,women,2,30,24,40143,0.000597862641058217
2003,women,3,30,20,40340,0.000495785820525533
2003,women,4,30,19,38459,0.000494032606152006
2003,women,5,30,16,36349,0.000440177171311453
2003,women,6,30,12,34544,0.000347383047707272
2003,women,7,30,12,32415,0.0003701989819528
2003,women,8,30,9,31983,0.000281399493480912
2003,women,9,30,10,30592,0.000326882845188285
2003,women,10 least deprived,30,11,28799,0.000381957706864822
2004,women,1 most deprived,30,30,37093,0.000808777936537891
2004,women,2,30,20,38421,0.000520548658285833
2004,women,3,30,18,38243,0.000470674371780457
2004,women,4,30,19,36725,0.000517358747447243
2004,women,5,30,20,34822,0.000574349549135604
2004,women,6,30,11,32693,0.000336463463126663
2004,women,7,30,6,31047,0.000193255386993912
2004,women,8,30,18,29994,0.000600120024004801
2004,women,9,30,6,28919,0.000207476053805457
2004,women,10 least deprived,30,8,26922,0.00029715474333259
2005,women,1 most deprived,30,22,37469,0.000587152045691105
2005,women,2,30,19,39033,0.000486767606896728
2005,women,3,30,18,39010,0.000461420148679826
2005,women,4,30,14,37165,0.000376698506659491
2005,women,5,30,9,34221,0.000262996405715789
2005,women,6,30,9,32271,0.000278888165845496
2005,women,7,30,9,30347,0.000296569677398095
2005,women,8,30,6,28917,0.000207490403568835
2005,women,9,30,4,28008,0.000142816338189089
2005,women,10 least deprived,30,9,25558,0.00035214023006495
2006,women,1 most deprived,30,19,38367,0.000495217243985717
2006,women,2,30,17,38615,0.00044024342871941
2006,women,3,30,15,38681,0.000387787285747525
2006,women,4,30,15,36442,0.000411612974040942
2006,women,5,30,15,33987,0.000441345220231265
2006,women,6,30,13,31760,0.000409319899244333
2006,women,7,30,14,29577,0.000473340771545458
2006,women,8,30,6,28322,0.000211849445660617
2006,women,9,30,4,26657,0.000150054394718085
2006,women,10 least deprived,30,5,24541,0.000203740678863942
2007,women,1 most deprived,30,28,37513,0.000746407911923866
2007,women,2,30,19,38210,0.000497252028264852
2007,women,3,30,17,37829,0.00044939067910862
2007,women,4,30,17,35291,0.000481709217647559
2007,women,5,30,10,32936,0.000303619140150595
2007,women,6,30,4,31129,0.0001284975424845
2007,women,7,30,7,28882,0.000242365487154629
2007,women,8,30,8,27773,0.000288049544521658
2007,women,9,30,8,26085,0.000306689668391796
2007,women,10 least deprived,30,4,23661,0.000169054562360002
2008,women,1 most deprived,30,23,39193,0.000586839486643023
2008,women,2,30,24,40223,0.000596673544986699
2008,women,3,30,16,39488,0.000405186385737439
2008,women,4,30,13,36561,0.000355570143048604
2008,women,5,30,12,34139,0.000351504144819708
2008,women,6,30,7,31922,0.000219284505983334
2008,women,7,30,9,29337,0.000306779834338889
2008,women,8,30,8,27670,0.000289121792555114
2008,women,9,30,12,25994,0.000461644994998846
2008,women,10 least deprived,30,2,23775,8.41219768664564e-05
2009,women,1 most deprived,30,24,40959,0.000585951805464001
2009,women,2,30,19,43368,0.000438111049621841
2009,women,3,30,18,43080,0.000417827298050139
2009,women,4,30,14,39885,0.000351009151310016
2009,women,5,30,6,37114,0.000161664062079
2009,women,6,30,15,33985,0.000441371193173459
2009,women,7,30,6,30989,0.000193617089935138
2009,women,8,30,11,29355,0.000374723215806507
2009,women,9,30,10,27845,0.000359130903214222
2009,women,10 least deprived,30,5,24689,0.000202519340597027
2010,women,1 most deprived,30,30,44788,0.000669822273823346
2010,women,2,30,17,46902,0.000362457890921496
2010,women,3,30,29,45869,0.000632235278728553
2010,women,4,30,11,42400,0.000259433962264151
2010,women,5,30,14,39224,0.000356924332041607
2010,women,6,30,13,35017,0.000371248250849587
2010,women,7,30,8,32292,0.000247739378174161
2010,women,8,30,12,29943,0.000400761446748823
2010,women,9,30,9,28482,0.000315989045713082
2010,women,10 least deprived,30,6,25369,0.000236509125310418
2011,women,1 most deprived,30,29,45314,0.000639978814494417
2011,women,2,30,15,47643,0.000314841634657767
2011,women,3,30,16,46327,0.000345370949985969
2011,women,4,30,15,43219,0.000347069575880978
2011,women,5,30,13,39818,0.000326485509066251
2011,women,6,30,10,35373,0.000282701495490911
2011,women,7,30,8,31994,0.000250046883790711
2011,women,8,30,13,29960,0.000433911882510013
2011,women,9,30,6,28257,0.000212336766111052
2011,women,10 least deprived,30,8,24549,0.000325878854535826
2012,women,1 most deprived,30,25,46256,0.000540470425458319
2012,women,2,30,17,48074,0.000353621500187211
2012,women,3,30,13,46654,0.000278647061345222
2012,women,4,30,14,42882,0.000326477309826967
2012,women,5,30,14,39106,0.000358001329719225
2012,women,6,30,8,34806,0.000229845428949032
2012,women,7,30,7,31467,0.000222455270600947
2012,women,8,30,8,29667,0.000269659891461894
2012,women,9,30,8,27622,0.000289624212584172
2012,women,10 least deprived,30,8,24130,0.000331537505180274
2013,women,1 most deprived,30,28,43584,0.000642437591776799
2013,women,2,30,24,46981,0.000510844809603882
2013,women,3,30,13,47320,0.000274725274725275
2013,women,4,30,17,43409,0.000391623856803889
2013,women,5,30,13,39068,0.000332753148356711
2013,women,6,30,16,36624,0.000436871996505024
2013,women,7,30,5,32347,0.000154573839923331
2013,women,8,30,8,30915,0.000258774057900695
2013,women,9,30,4,27745,0.000144170120742476
2013,women,10 least deprived,30,9,22849,0.000393890323427721
2014,women,1 most deprived,30,31,44080,0.000703266787658802
2014,women,2,30,13,46995,0.000276625172890733
2014,women,3,30,16,46811,0.0003418000042725
2014,women,4,30,15,43259,0.000346748653459396
2014,women,5,30,8,38092,0.000210017851517379
2014,women,6,30,13,35836,0.000362763701305949
2014,women,7,30,8,32214,0.000248339231390079
2014,women,8,30,6,30332,0.000197810892786496
2014,women,9,30,10,27464,0.00036411302068162
2014,women,10 least deprived,30,2,22492,8.89205050684688e-05
2015,women,1 most deprived,30,26,45201,0.000575208513085994
2015,women,2,30,22,48554,0.000453103760761214
2015,women,3,30,18,48190,0.000373521477484955
2015,women,4,30,14,43884,0.000319022878497858
2015,women,5,30,8,39475,0.000202659911336289
2015,women,6,30,14,36650,0.000381991814461119
2015,women,7,30,10,32873,0.000304201016031394
2015,women,8,30,12,31001,0.000387084287603626
2015,women,9,30,8,27814,0.000287624937082045
2015,women,10 least deprived,30,6,22716,0.000264131008980454
2016,women,1 most deprived,30,31,46103,0.000672407435524803
2016,women,2,30,22,48889,0.000449998977275052
2016,women,3,30,15,48011,0.000312428401824582
2016,women,4,30,16,44123,0.000362622668449561
2016,women,5,30,17,39154,0.000434182969811514
2016,women,6,30,14,36590,0.000382618201694452
2016,women,7,30,12,33045,0.000363141171130277
2016,women,8,30,10,30947,0.000323133098523282
2016,women,9,30,9,27715,0.000324733898610861
2016,women,10 least deprived,30,7,22576,0.000310063784549965
2017,women,1 most deprived,30,19,46755,0.000406373649877018
2017,women,2,30,16,49028,0.000326344129884964
2017,women,3,30,18,48632,0.000370126665569995
2017,women,4,30,14,43765,0.00031989032331772
2017,women,5,30,14,38924,0.00035967526461823
2017,women,6,30,10,36602,0.000273209114256052
2017,women,7,30,8,33109,0.000241626143948775
2017,women,8,30,11,31333,0.000351067564548559
2017,women,9,30,4,27737,0.000144211702779681
2017,women,10 least deprived,30,2,22730,8.7989441267048e-05
2018,women,1 most deprived,30,16,45555,0.000351223795412139
2018,women,2,30,20,46825,0.000427122263747998
2018,women,3,30,20,48151,0.00041536001329152
2018,women,4,30,14,44958,0.000311401752747008
2018,women,5,30,14,40613,0.000344717208775515
2018,women,6,30,13,38552,0.00033720688939614
2018,women,7,30,11,34347,0.000320260867033511
2018,women,8,30,13,32665,0.000397979488749426
2018,women,9,30,10,29798,0.00033559299281831
2018,women,10 least deprived,30,11,24198,0.000454583023390363
2019,men,1 most deprived,30,48,43054,0.00111487898917638
2019,men,2,30,43,45404,0.000947053123072857
